internship_title,company_name,location,start_date,duration,stipend,Skills,gender
Software Development,"Fylo (New York, United States)",Work From Home,Immediately,3 Months,"₹ 15,000 /month","Python/Java/C++, Data Structures, Algorithms, Git, SQL, IDEs (VS Code, IntelliJ)",ANY
Architecture,Anupam Kumar Architects,Varanasi,Immediately,3 Months,"₹ 10,000 /month","AutoCAD, Revit, SketchUp, V-Ray, Lumion, Adobe Creative Suite (Photoshop, InDesign, Illustrator), Rhino",ANY
Business Development (Sales),Quizzy,Work From Home,Immediately,3 Months,"₹ 15,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Content Writing (eSports),FirstSportz,Work From Home,Immediately,3 Months,"₹ 6,000 /month","Knowledge of eSports titles (Valorant, CS:GO, etc.), SEO, WordPress, Video editing basics",ANY
Blogging,Addictive Media,Work From Home,Immediately,3 Months,"₹ 5,000-8,000 /month","WordPress, SEO tools (Yoast), Grammarly, Canva, Google Analytics, Keyword research",ANY
Optoelectronics,Sensorama Technologies LLP,Mumbai,Immediately,3 Months,"₹ 5,000-20,000 /month","Zemax/LightTools, Lumerical, MATLAB, LabVIEW, Optical measurement equipment",Female
"Trainer - HTML, CSS, JS, Bootstrap",Simple Enterprises,Work From Home,Immediately,3 Months,"₹ 1,000 /month","HTML5, CSS3, JavaScript (ES6+), Bootstrap 5, Git, VS Code, Browser Developer Tools, Presentation Skills",ANY
Stock Market Research,Trading Shalaa,Work From Home,Immediately,3 Months,"₹ 5,000-10,000 /month","Excel, Bloomberg/Reuters, Charting software, Financial statement analysis",Female
Cosmetology SME,Guidofie,Work From Home,Immediately,3 Months,"₹ 10,000 /month +  Incentives","Knowledge of cosmetic ingredients, Formulation software, Lab equipment (viscometer, pH meter), Microsoft Office",ANY
News Reporting,Blackcoffer,Work From Home,Immediately,3 Months,"₹ 2,000 /month","AP Style, Video/audio recording equipment, Editing software, Social media, Research and interviewing",ANY
Digital Marketing,Blackcoffer,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Social Media & Business Development,Physiques By Vinay,Work From Home,Immediately,3 Months,"₹ 2,000-4,000 /month","CRM, LinkedIn, Instagram/Facebook, Hootsuite, Sales techniques",ANY
SEO And Website Optimization,Blackcoffer,Work From Home,Immediately,3 Months,"₹ 6,000 /month","Google Analytics, Google Search Console, SEMrush, Ahrefs, Moz, Keyword Research Tools, WordPress, HTML, CSS, Screaming Frog",Female
Ghost Writing,Breakout,Work From Home,Immediately,3 Months,"₹ 10,000 lump sum","Research, Writing style adaptation, MS Word, Communication, Discretion",ANY
Information Technology,AntWalk,Work From Home,Immediately,6 Months,"₹ 10,000-15,000 /month","Operating Systems (Windows, Linux), Networking basics (TCP/IP), Hardware troubleshooting, Microsoft Office Suite, Scripting (Bash/PowerShell)",ANY
Content Writing,Rydeu Logistics UG,Work From Home,Immediately,6 Months,"₹ 6,000-8,000 /month","WordPress, SEO tools, Grammarly, Plagiarism checker, Google Docs, Canva",ANY
AWS DevOps Engineering,Rydeu Logistics UG,Work From Home,Immediately,6 Months,"₹ 15,000-20,000 /month","AWS (EC2, S3, RDS, IAM), Jenkins, Docker, Kubernetes, Terraform, Git, Linux",ANY
Node.js Development (Backend),Rydeu Logistics UG,Work From Home,Immediately,6 Months,"₹ 12,000-15,000 /month","Node.js, Express, MongoDB/PostgreSQL, TypeScript, REST APIs, Docker, Git",ANY
Operations,Rydeu Logistics UG,Work From Home,Immediately,6 Months,"₹ 10,000-12,000 /month","ERP, MS Excel, Project management tools, Process optimization, Data analysis",ANY
Logistics And Operations,Rydeu Logistics UG,Work From Home,Immediately,6 Months,"₹ 10,000-12,000 /month","ERP systems, Transportation Management System (TMS), Warehouse Management System (WMS), Advanced Excel, Supply chain principles",ANY
Video Editing,Sprite Genix,Work From Home,Immediately,6 Months,"₹ 5,000 /month","Adobe Premiere Pro, Final Cut Pro, DaVinci Resolve, After Effects",ANY
Graphic Design,"Constructive Solutions, Inc.",Work From Home,Immediately,6 Months,"₹ 6,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Product Management,LightVue,Rishikesh,Immediately,6 Months,"₹ 8,000-12,000 /month","Jira, Confluence, Figma, Product analytics (Mixpanel), SQL, A/B testing, Roadmapping",ANY
Human Resources (HR),Web Design Media,Jaipur,Immediately,6 Months,"₹ 5,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Business Development (Sales),Outreacherz,Work From Home,Immediately,6 Months,"₹ 5,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Growth Hacking,DeepThought Edutech Ventures Private Limited,Work From Home,Immediately,6 Months,"₹ 4,000 /month","A/B testing tools, Analytics platforms (Google Analytics, Mixpanel), SEO/SEM tools, Scraping tools, Email marketing automation",Female
Applied Psychology,DeepThought Edutech Ventures Private Limited,Work From Home,Immediately,6 Months,"₹ 2,000 /month","SPSS/R, Survey design, Qualitative analysis (NVivo), Psychological assessment tools",ANY
UX/UI Design,Raecroot Talent Search Solutions Private Limited,Pune,Immediately,6 Months,"₹ 5,000 /month","Figma, Sketch, Adobe XD, InVision, User research methods, Wireframing, Prototyping",ANY
Graphic Design,Tronin',Work From Home,Immediately,6 Months,"₹ 5,000-10,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Video Making/Editing,KalaSparsh Entertainment,Pune,Immediately,6 Months,"₹ 5,000 /month +  Incentives","Adobe Premiere Pro/Final Cut Pro, CapCut, After Effects basics",ANY
Python (Django) Development,CyberHawkz,Work From Home,Immediately,6 Months,"₹ 3,000-7,000 /month","Python, Django, Django REST Framework, PostgreSQL/MySQL, HTML, CSS, JavaScript, Git, Celery",ANY
Social Media Marketing,Photon WebWorks,Lucknow,Immediately,6 Months,"₹ 8,000-12,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Business Development (Sports),Primeshift,Work From Home,Immediately,6 Months,"₹ 10,000 /month","CRM, LinkedIn, Sports industry knowledge, Event sponsorship, Sales",ANY
Search Engine Optimization (SEO),Dotmappers It Pvt Lmt,Bangalore,Immediately,6 Months,"₹ 5,000 /month","SEMrush/Ahrefs, Google Analytics, Search Console, Screaming Frog, Technical/On-page/Off-page SEO",ANY
Electrical Engineering,Vaidarbhi Foods,Work From Home,Immediately,6 Months,₹ 500 lump sum,"MATLAB/Simulink, PSpice, AutoCAD Electrical, ETAP, PLC programming",Female
Training Coordination,UpGrad For Business,Mumbai,Immediately,6 Months,"₹ 12,000 /month","LMS, Scheduling software, Video conferencing, MS Office, Event management",ANY
Human Resources (HR),Institute Of Management Studies Noida,Noida,Immediately,6 Months,"₹ 25,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",Female
Flutter Mobile App Development,Beanstalkedu Services Private Limited,Work From Home,Immediately,6 Months,"₹ 15,000 /month","Flutter, Dart, Android Studio, Xcode, Firebase, REST APIs, Git, State Management (Provider, Bloc)",Female
Digital Marketing,Be And Make - Be The Change And Make The Change,Work From Home,Immediately,6 Months,Unpaid,"Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",Female
Medical Licensing Exams Blog Writing,CoachMinister,Work From Home,Immediately,6 Months,"₹ 3,000 /month +  Incentives","USMLE/NEET knowledge, SEO, WordPress, Medical terminology, Grammarly",ANY
Technical Content Writing,AMPM Electrical,Work From Home,Immediately,6 Months,"₹ 1,500-4,000 /month","Markdown, Git, API documentation tools, Diagramming tools (Lucidchart), Tech knowledge",ANY
Web Development,Daily Tech Suggest,Work From Home,Immediately,6 Months,"₹ 1,500-4,000 /month","HTML, CSS, JavaScript, React/Angular/Vue, Node.js, SQL/NoSQL, Git",ANY
Interior Design,Aman Agrawal Design,Raipur,Immediately,6 Months,"₹ 3,000 /month","AutoCAD, SketchUp, Revit, 3ds Max, V-Ray, Photoshop, Lumion",ANY
Video Creation,Parisai Consulting Private Limited,Work From Home,Immediately,6 Months,"₹ 10,000-15,000 /month","Video editing software, Camera operation, Scriptwriting, Lighting, Audio",ANY
Content Writing,Cuteporium,Work From Home,Immediately,6 Months,"₹ 7,000 /month +  Incentives","WordPress, SEO tools, Grammarly, Plagiarism checker, Google Docs, Canva",Female
Business Development (Sales),Upwegro Technologies Private Limited,Tirupati,Immediately,6 Months,"₹ 7,000-12,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Customers Management,Chaperone Plants,Work From Home,Immediately,6 Months,"₹ 3,000 /month","CRM, Communication tools, Ticketing systems, Microsoft Office Suite",ANY
Social Media Marketing,Webtactic,Mumbai,Immediately,6 Months,"₹ 5,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Content Writing,Unipng,Work From Home,Immediately,6 Months,"₹ 1,000 /month","WordPress, SEO tools, Grammarly, Plagiarism checker, Google Docs, Canva",ANY
Academic Content Development (English Grammar & Science),Vedethic Technologies Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 /month","Microsoft Word, Google Docs, Plagiarism Checkers (Turnitin, Grammarly), Research Databases (JSTOR, Google Scholar), Subject Matter Expertise",ANY
Cold Calling,Catering Clap,Jaipur,Immediately,3 Months,"₹ 10,000 /month","CRM, Auto-dialer, Sales scripts, Resilience",ANY
Graphic Design,Winspire Staffing & HR Services,Work From Home,Immediately,3 Months,"₹ 1,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Graphic Design,Wydescape Consulting Private Limited,Mumbai,Immediately,3 Months,"₹ 3,500-10,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Business Development (Sales),Squareaero Technologies,Mohali,Immediately,3 Months,"₹ 5,000-8,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Human Resources (HR),CentoTech Services Private Limited,Hyderabad,Immediately,3 Months,"₹ 5,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",Female
E-Commerce Sales,MANGALGANGA VENTURES PRIVATE LIMITED,Work From Home,Immediately,3 Months,"₹ 7,000-9,000 /month","Shopify/Amazon, CRM, Digital marketing, Sales funnels, Analytics",ANY
Thumbnail Making,Team Car Delight,Work From Home,Immediately,3 Months,"₹ 9,000-12,000 /month","Photoshop, Canva, Graphic design principles, Click-through rate optimization",ANY
Digital Marketing,My Language Hut,Ghaziabad,Immediately,3 Months,"₹ 10,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Gaming Video Editing,ArsTiC Plays,Work From Home,Immediately,3 Months,"₹ 1,000-1,200 /month","Adobe Premiere Pro, After Effects, DaVinci Resolve, OBS/Streamlabs, Video game capture hardware/software",Female
Instagram Page Management,Grabby Needs,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives","Hootsuite/Later, Canva, Instagram Insights, Facebook Creator Studio",ANY
Graphic Design,Future Crime Research Foundation,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Multimedia Graphic Design,ThinkWhy,Ahmedabad,Immediately,3 Months,"₹ 15,000 /month","Adobe Creative Suite (Photoshop, Illustrator, InDesign, Premiere Pro, After Effects), Figma",ANY
Account Management,Gozoop Online Private Limited,Mumbai,Immediately,3 Months,"₹ 8,000 /month","CRM, MS Office, Relationship building, Project management, Upselling",ANY
Product Marketing,Webmobi,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Google Analytics, CRM, Marketing automation, Survey tools, Social media advertising",ANY
Digital Marketing,Traffic Tail,Delhi,Immediately,3 Months,"₹ 5,000-8,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",Female
Content Writing,Traffic Tail Technologies Private Limited,Work From Home,Immediately,3 Months,"₹ 6,000 /month","WordPress, SEO tools, Grammarly, Plagiarism checker, Google Docs, Canva",ANY
React Native Development,BetX,Work From Home,Immediately,3 Months,"₹ 4,000 /month","React Native, JavaScript, Redux, Expo, Android Studio, Xcode, Git, REST APIs, TypeScript",Female
Digital Marketing,Cyber Infrastructure Private Limited,Indore,Immediately,3 Months,"₹ 10,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Human Resources (HR),Phenom Placement,Work From Home,Immediately,3 Months,"₹ 4,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Recruitment,GetSetResumes.com,Work From Home,Immediately,3 Months,"₹ 5,000-7,000 /month","ATS, LinkedIn Recruiter, Job boards, Sourcing, Interviewing",Female
Cafe Management,Panda On Diet,Bangalore,Immediately,3 Months,"₹ 15,000 /month","POS system, Inventory management, Scheduling software, Food costing (Excel)",ANY
Social Media Marketing,Edzer Education Private Limited,Work From Home,Immediately,3 Months,"₹ 2,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Baking,Alippo,Bangalore,Immediately,3 Months,"₹ 20,000-25,000 /month","Baking equipment operation, Recipe management software, Inventory management systems, Food safety standards",ANY
Non IT Recruitment,FyndBridge Consulting Services,Work From Home,Immediately,3 Months,"₹ 3,000-5,000 /month","ATS, LinkedIn, Job boards, Sourcing, Interviewing skills for non-tech roles",ANY
HR Operations,Innoplexus Consulting Services Private Limited,Pune,Immediately,3 Months,"₹ 11,000 /month","HRIS, Payroll software, Excel, Onboarding/offboarding processes, Compliance",Female
Social Media Marketing,Coffee Table Science,Work From Home,Immediately,3 Months,"₹ 2,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Python Development,Zedblock Private Limited,Work From Home,Immediately,3 Months,"₹ 5,000-8,000 /month","Python, Django/Flask, Pandas, NumPy, SQL, Git, REST APIs",ANY
Motion Graphics,Meraki Incorporation,Work From Home,Immediately,3 Months,"₹ 5,000-8,000 /month","Adobe After Effects, Illustrator, Cinema 4D, Principles of animation",ANY
IT Recruitment,Cloud10 Technologies,Work From Home,Immediately,3 Months,"₹ 1,000-2,500 /month","ATS, LinkedIn Recruiter, Dice, Boolean search, Technical knowledge",ANY
Recruitment,Zifcare,Work From Home,Immediately,3 Months,"₹ 3,000 /month","ATS, LinkedIn Recruiter, Job boards, Sourcing, Interviewing",ANY
General Management,CloudFrnd,Work From Home,Immediately,3 Months,"₹ 3,000 /month","Microsoft Office Suite, Google Workspace, Project Management Tools (Asana, Trello), Data Analysis (Excel), Communication Tools (Slack)",ANY
Graphic Design,Mohit Sahu,Work From Home,Immediately,3 Months,"₹ 3,000-5,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Agronomy,Vaarush Edu Technologies Private Limited,Work From Home,Immediately,3 Months,"₹ 1,000 /month","GIS Software (ArcGIS, QGIS), Data Collection Tools (ODK, KoboToolbox), Statistical Software (R, SAS), Microsoft Office Suite, Crop Modeling Software",ANY
Content Writing,Mobile Gaming Hub,Work From Home,Immediately,3 Months,"₹ 3,000 /month","WordPress, SEO tools, Grammarly, Plagiarism checker, Google Docs, Canva",ANY
Graphic Design,Counselling Suite,Work From Home,Immediately,3 Months,"₹ 3,000-4,000 /week","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Social Media Marketing,Anomalous,Mumbai,Immediately,3 Months,"₹ 12,000-15,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Digital Marketing,International Travel And Tour Co.,Mumbai,Immediately,3 Months,"₹ 6,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Content Creation,Swipe,Work From Home,Immediately,3 Months,"₹ 5,000-10,000 /month","Canva, Adobe Spark, Video editing apps (CapCut), WordPress, SEO basics, Copywriting",Female
Cameraman,True Hunt,Mumbai,Immediately,3 Months,"₹ 3,500-4,000 /month","Camera operation, Lenses, Lighting, Composition, Basic video editing",ANY
Marketing,AG Enterprises,Work From Home,Immediately,3 Months,"₹ 2,000-2,500 /month","Google Analytics, SEO/SEM, Social media, Email marketing, CRM",ANY
Video Editing,Adsiduous Media,Hyderabad,Immediately,3 Months,"₹ 10,000-15,000 /month","Adobe Premiere Pro, Final Cut Pro, DaVinci Resolve, After Effects",Female
Telecalling,Cling Multi Solutions Private Limited,Work From Home,Immediately,3 Months,"₹ 1,000 /month","CRM, Dialing Software, Microsoft Excel, Google Sheets, Communication Scripts",ANY
